Radioactive Isotopes
===================================================

End of Beam
-----------

Co53        307283.956904
Fe53        122062136.193
Mn53        0.00345388999411
Fe52        972.154423748
Mn52-M      75.3894359771
Mn52        153651.408222
Mn51        2436309.08659
Cr51        117.653205407
Cr49        1.78624187445
V49         8.57819016353
Co55        4726090.15316
Fe55        36277.4994794
V47         1222.36208977
Mn54        606.968008764
Co57        528.583131659
Co56        2926.70480064
Co58        16.6595830834
Mn56        139132.087178
Mn57        95913.8685083
Nn1         5633836893.23
H3          5.36844317943

