Radioactive Isotopes
===================================================

End of Sim
----------

Mn53        1.83661241088
Fe52        0.113579483697
Mn52-M      0.118646795146
Mn52        61671535.4904
Mn51        2.72122757308e-59
Cr51        371479.574764
Cr49        3.2160913064e-71
V49         11204.727378
Co55        1148790.80741
Fe55        28380675.1941
V47         5.53289434022e-89
Mn54        617958.40421
Co57        196477.825182
Co56        1427533.74324
Co58        4229.57205695
Mn56        1.81942981731e-13
Nn1         1.4606207594e-284
H3          5965.93477863


